Site,Planting,Genetics,Latitude,Longitude
ames_ia,2024-05-01,2.5,42.0215,-93.7745
ames_ia,2023-05-01,2.5,42.0215,-93.7745
ames_ia,2022-05-01,2.5,42.0215,-93.7745
ames_ia,2021-05-01,2.5,42.0215,-93.7745
ames_ia,2020-05-01,2.5,42.0215,-93.7745
ames_ia,2019-05-01,2.5,42.0215,-93.7745
ames_ia,2018-05-01,2.5,42.0215,-93.7745
ames_ia,2017-05-01,2.5,42.0215,-93.7745
ames_ia,2016-05-01,2.5,42.0215,-93.7745
ames_ia,2015-05-01,2.5,42.0215,-93.7745
ames_ia,2024-06-05,2.5,42.0215,-93.7745
ames_ia,2023-06-05,2.5,42.0215,-93.7745
ames_ia,2022-06-05,2.5,42.0215,-93.7745
ames_ia,2021-06-05,2.5,42.0215,-93.7745
ames_ia,2020-06-05,2.5,42.0215,-93.7745
ames_ia,2019-06-05,2.5,42.0215,-93.7745
ames_ia,2018-06-05,2.5,42.0215,-93.7745
ames_ia,2017-06-05,2.5,42.0215,-93.7745
ames_ia,2016-06-05,2.5,42.0215,-93.7745
ames_ia,2015-06-05,2.5,42.0215,-93.7745
arthur_il,2024-05-01,2.5,39.70646667,-88.47023333
arthur_il,2023-05-01,2.5,39.70646667,-88.47023333
arthur_il,2022-05-01,2.5,39.70646667,-88.47023333
arthur_il,2021-05-01,2.5,39.70646667,-88.47023333
arthur_il,2020-05-01,2.5,39.70646667,-88.47023333
arthur_il,2019-05-01,2.5,39.70646667,-88.47023333
arthur_il,2018-05-01,2.5,39.70646667,-88.47023333
arthur_il,2017-05-01,2.5,39.70646667,-88.47023333
arthur_il,2016-05-01,2.5,39.70646667,-88.47023333
arthur_il,2015-05-01,2.5,39.70646667,-88.47023333
danvers_mn,2024-06-26,2.5,45.2803,-95.7591
danvers_mn,2023-06-26,2.5,45.2803,-95.7591
danvers_mn,2022-06-26,2.5,45.2803,-95.7591
danvers_mn,2021-06-26,2.5,45.2803,-95.7591
danvers_mn,2020-06-26,2.5,45.2803,-95.7591
danvers_mn,2019-06-26,2.5,45.2803,-95.7591
danvers_mn,2018-06-26,2.5,45.2803,-95.7591
danvers_mn,2017-06-26,2.5,45.2803,-95.7591
danvers_mn,2016-06-26,2.5,45.2803,-95.7591
danvers_mn,2015-06-26,2.5,45.2803,-95.7591
eastlansing_mi,2024-05-01,2.5,42.6296,-84.4375
eastlansing_mi,2023-05-01,2.5,42.6296,-84.4375
eastlansing_mi,2022-05-01,2.5,42.6296,-84.4375
eastlansing_mi,2021-05-01,2.5,42.6296,-84.4375
eastlansing_mi,2020-05-01,2.5,42.6296,-84.4375
eastlansing_mi,2019-05-01,2.5,42.6296,-84.4375
eastlansing_mi,2018-05-01,2.5,42.6296,-84.4375
eastlansing_mi,2017-05-01,2.5,42.6296,-84.4375
eastlansing_mi,2016-05-01,2.5,42.6296,-84.4375
eastlansing_mi,2015-05-01,2.5,42.6296,-84.4375
hoytville_oh,2024-05-01,2.5,41.2126,-83.7578
hoytville_oh,2023-05-01,2.5,41.2126,-83.7578
hoytville_oh,2022-05-01,2.5,41.2126,-83.7578
hoytville_oh,2021-05-01,2.5,41.2126,-83.7578
hoytville_oh,2020-05-01,2.5,41.2126,-83.7578
hoytville_oh,2019-05-01,2.5,41.2126,-83.7578
hoytville_oh,2018-05-01,2.5,41.2126,-83.7578
hoytville_oh,2017-05-01,2.5,41.2126,-83.7578
hoytville_oh,2016-05-01,2.5,41.2126,-83.7578
hoytville_oh,2015-05-01,2.5,41.2126,-83.7578
ivesdale_il,2024-05-08,2.5,39.9481,-88.44975
ivesdale_il,2023-05-08,2.5,39.9481,-88.44975
ivesdale_il,2022-05-08,2.5,39.9481,-88.44975
ivesdale_il,2021-05-08,2.5,39.9481,-88.44975
ivesdale_il,2020-05-08,2.5,39.9481,-88.44975
ivesdale_il,2019-05-08,2.5,39.9481,-88.44975
ivesdale_il,2018-05-08,2.5,39.9481,-88.44975
ivesdale_il,2017-05-08,2.5,39.9481,-88.44975
ivesdale_il,2016-05-08,2.5,39.9481,-88.44975
ivesdale_il,2015-05-08,2.5,39.9481,-88.44975
morris_mn,2024-06-26,2.5,45.3552,-95.5436
morris_mn,2023-06-26,2.5,45.3552,-95.5436
morris_mn,2022-06-26,2.5,45.3552,-95.5436
morris_mn,2021-06-26,2.5,45.3552,-95.5436
morris_mn,2020-06-26,2.5,45.3552,-95.5436
morris_mn,2019-06-26,2.5,45.3552,-95.5436
morris_mn,2018-06-26,2.5,45.3552,-95.5436
morris_mn,2017-06-26,2.5,45.3552,-95.5436
morris_mn,2016-06-26,2.5,45.3552,-95.5436
morris_mn,2015-06-26,2.5,45.3552,-95.5436
onaga_ks,2024-05-01,2.5,39.4889,-96.17
onaga_ks,2023-05-01,2.5,39.4889,-96.17
onaga_ks,2022-05-01,2.5,39.4889,-96.17
onaga_ks,2021-05-01,2.5,39.4889,-96.17
onaga_ks,2020-05-01,2.5,39.4889,-96.17
onaga_ks,2019-05-01,2.5,39.4889,-96.17
onaga_ks,2018-05-01,2.5,39.4889,-96.17
onaga_ks,2017-05-01,2.5,39.4889,-96.17
onaga_ks,2016-05-01,2.5,39.4889,-96.17
onaga_ks,2015-05-01,2.5,39.4889,-96.17
ottawa_ks,2024-05-01,2.5,38.5404,-95.2477
ottawa_ks,2023-05-01,2.5,38.5404,-95.2477
ottawa_ks,2022-05-01,2.5,38.5404,-95.2477
ottawa_ks,2021-05-01,2.5,38.5404,-95.2477
ottawa_ks,2020-05-01,2.5,38.5404,-95.2477
ottawa_ks,2019-05-01,2.5,38.5404,-95.2477
ottawa_ks,2018-05-01,2.5,38.5404,-95.2477
ottawa_ks,2017-05-01,2.5,38.5404,-95.2477
ottawa_ks,2016-05-01,2.5,38.5404,-95.2477
ottawa_ks,2015-05-01,2.5,38.5404,-95.2477
palmyra_ont,2024-05-01,2.5,42.4581,-81.7291
palmyra_ont,2023-05-01,2.5,42.4581,-81.7291
palmyra_ont,2022-05-01,2.5,42.4581,-81.7291
palmyra_ont,2021-05-01,2.5,42.4581,-81.7291
palmyra_ont,2020-05-01,2.5,42.4581,-81.7291
palmyra_ont,2019-05-01,2.5,42.4581,-81.7291
palmyra_ont,2018-05-01,2.5,42.4581,-81.7291
palmyra_ont,2017-05-01,2.5,42.4581,-81.7291
palmyra_ont,2016-05-01,2.5,42.4581,-81.7291
palmyra_ont,2015-05-01,2.5,42.4581,-81.7291
palmyra_ont,2024-05-08,2.5,42.4581,-81.7291
palmyra_ont,2023-05-08,2.5,42.4581,-81.7291
palmyra_ont,2022-05-08,2.5,42.4581,-81.7291
palmyra_ont,2021-05-08,2.5,42.4581,-81.7291
palmyra_ont,2020-05-08,2.5,42.4581,-81.7291
palmyra_ont,2019-05-08,2.5,42.4581,-81.7291
palmyra_ont,2018-05-08,2.5,42.4581,-81.7291
palmyra_ont,2017-05-08,2.5,42.4581,-81.7291
palmyra_ont,2016-05-08,2.5,42.4581,-81.7291
palmyra_ont,2015-05-08,2.5,42.4581,-81.7291
palmyra_ont,2024-05-15,2.5,42.4581,-81.7291
palmyra_ont,2023-05-15,2.5,42.4581,-81.7291
palmyra_ont,2022-05-15,2.5,42.4581,-81.7291
palmyra_ont,2021-05-15,2.5,42.4581,-81.7291
palmyra_ont,2020-05-15,2.5,42.4581,-81.7291
palmyra_ont,2019-05-15,2.5,42.4581,-81.7291
palmyra_ont,2018-05-15,2.5,42.4581,-81.7291
palmyra_ont,2017-05-15,2.5,42.4581,-81.7291
palmyra_ont,2016-05-15,2.5,42.4581,-81.7291
palmyra_ont,2015-05-15,2.5,42.4581,-81.7291
phillips_ne,2024-05-01,2.5,40.8473,-98.177
phillips_ne,2023-05-01,2.5,40.8473,-98.177
phillips_ne,2022-05-01,2.5,40.8473,-98.177
phillips_ne,2021-05-01,2.5,40.8473,-98.177
phillips_ne,2020-05-01,2.5,40.8473,-98.177
phillips_ne,2019-05-01,2.5,40.8473,-98.177
phillips_ne,2018-05-01,2.5,40.8473,-98.177
phillips_ne,2017-05-01,2.5,40.8473,-98.177
phillips_ne,2016-05-01,2.5,40.8473,-98.177
phillips_ne,2015-05-01,2.5,40.8473,-98.177
phillips_ne,2024-05-22,2.5,40.8473,-98.177
phillips_ne,2023-05-22,2.5,40.8473,-98.177
phillips_ne,2022-05-22,2.5,40.8473,-98.177
phillips_ne,2021-05-22,2.5,40.8473,-98.177
phillips_ne,2020-05-22,2.5,40.8473,-98.177
phillips_ne,2019-05-22,2.5,40.8473,-98.177
phillips_ne,2018-05-22,2.5,40.8473,-98.177
phillips_ne,2017-05-22,2.5,40.8473,-98.177
phillips_ne,2016-05-22,2.5,40.8473,-98.177
phillips_ne,2015-05-22,2.5,40.8473,-98.177
phillips_ne,2024-05-29,2.5,40.8473,-98.177
phillips_ne,2023-05-29,2.5,40.8473,-98.177
phillips_ne,2022-05-29,2.5,40.8473,-98.177
phillips_ne,2021-05-29,2.5,40.8473,-98.177
phillips_ne,2020-05-29,2.5,40.8473,-98.177
phillips_ne,2019-05-29,2.5,40.8473,-98.177
phillips_ne,2018-05-29,2.5,40.8473,-98.177
phillips_ne,2017-05-29,2.5,40.8473,-98.177
phillips_ne,2016-05-29,2.5,40.8473,-98.177
phillips_ne,2015-05-29,2.5,40.8473,-98.177
phillips_ne,2024-05-15,2.5,40.8473,-98.177
phillips_ne,2023-05-15,2.5,40.8473,-98.177
phillips_ne,2022-05-15,2.5,40.8473,-98.177
phillips_ne,2021-05-15,2.5,40.8473,-98.177
phillips_ne,2020-05-15,2.5,40.8473,-98.177
phillips_ne,2019-05-15,2.5,40.8473,-98.177
phillips_ne,2018-05-15,2.5,40.8473,-98.177
phillips_ne,2017-05-15,2.5,40.8473,-98.177
phillips_ne,2016-05-15,2.5,40.8473,-98.177
phillips_ne,2015-05-15,2.5,40.8473,-98.177
ridgetown_ont,2024-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2023-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2022-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2021-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2020-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2019-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2018-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2017-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2016-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2015-05-01,2.5,42.4527,-81.8803
ridgetown_ont,2024-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2023-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2022-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2021-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2020-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2019-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2018-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2017-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2016-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2015-05-08,2.5,42.4527,-81.8803
ridgetown_ont,2024-05-15,2.5,42.4527,-81.8803
ridgetown_ont,2023-05-15,2.5,42.4527,-81.8803
ridgetown_ont,2022-05-15,2.5,42.4527,-81.8803
ridgetown_ont,2021-05-15,2.5,42.4527,-81.8803
ridgetown_ont,2020-05-15,2.5,42.4527,-81.8803
ridgetown_ont,2019-05-15,2.5,42.4527,-81.8803
ridgetown_ont,2018-05-15,2.5,42.4527,-81.8803
ridgetown_ont,2017-05-15,2.5,42.4527,-81.8803
ridgetown_ont,2016-05-15,2.5,42.4527,-81.8803
ridgetown_ont,2015-05-15,2.5,42.4527,-81.8803
rockport_mo,2024-05-01,2.5,40.273,-95.4743
rockport_mo,2023-05-01,2.5,40.273,-95.4743
rockport_mo,2022-05-01,2.5,40.273,-95.4743
rockport_mo,2021-05-01,2.5,40.273,-95.4743
rockport_mo,2020-05-01,2.5,40.273,-95.4743
rockport_mo,2019-05-01,2.5,40.273,-95.4743
rockport_mo,2018-05-01,2.5,40.273,-95.4743
rockport_mo,2017-05-01,2.5,40.273,-95.4743
rockport_mo,2016-05-01,2.5,40.273,-95.4743
rockport_mo,2015-05-01,2.5,40.273,-95.4743
rockport_mo,2024-06-26,2.5,40.273,-95.4743
rockport_mo,2023-06-26,2.5,40.273,-95.4743
rockport_mo,2022-06-26,2.5,40.273,-95.4743
rockport_mo,2021-06-26,2.5,40.273,-95.4743
rockport_mo,2020-06-26,2.5,40.273,-95.4743
rockport_mo,2019-06-26,2.5,40.273,-95.4743
rockport_mo,2018-06-26,2.5,40.273,-95.4743
rockport_mo,2017-06-26,2.5,40.273,-95.4743
rockport_mo,2016-06-26,2.5,40.273,-95.4743
rockport_mo,2015-06-26,2.5,40.273,-95.4743
romney_in,2024-05-01,2.5,40.2364,-86.8889
romney_in,2023-05-01,2.5,40.2364,-86.8889
romney_in,2022-05-01,2.5,40.2364,-86.8889
romney_in,2021-05-01,2.5,40.2364,-86.8889
romney_in,2020-05-01,2.5,40.2364,-86.8889
romney_in,2019-05-01,2.5,40.2364,-86.8889
romney_in,2018-05-01,2.5,40.2364,-86.8889
romney_in,2017-05-01,2.5,40.2364,-86.8889
romney_in,2016-05-01,2.5,40.2364,-86.8889
romney_in,2015-05-01,2.5,40.2364,-86.8889
saginaw_mi,2024-06-26,2.5,43.4003,-83.8684
saginaw_mi,2023-06-26,2.5,43.4003,-83.8684
saginaw_mi,2022-06-26,2.5,43.4003,-83.8684
saginaw_mi,2021-06-26,2.5,43.4003,-83.8684
saginaw_mi,2020-06-26,2.5,43.4003,-83.8684
saginaw_mi,2019-06-26,2.5,43.4003,-83.8684
saginaw_mi,2018-06-26,2.5,43.4003,-83.8684
saginaw_mi,2017-06-26,2.5,43.4003,-83.8684
saginaw_mi,2016-06-26,2.5,43.4003,-83.8684
saginaw_mi,2015-06-26,2.5,43.4003,-83.8684
saginaw_mi,2024-05-01,2.5,43.4003,-83.8684
saginaw_mi,2023-05-01,2.5,43.4003,-83.8684
saginaw_mi,2022-05-01,2.5,43.4003,-83.8684
saginaw_mi,2021-05-01,2.5,43.4003,-83.8684
saginaw_mi,2020-05-01,2.5,43.4003,-83.8684
saginaw_mi,2019-05-01,2.5,43.4003,-83.8684
saginaw_mi,2018-05-01,2.5,43.4003,-83.8684
saginaw_mi,2017-05-01,2.5,43.4003,-83.8684
saginaw_mi,2016-05-01,2.5,43.4003,-83.8684
saginaw_mi,2015-05-01,2.5,43.4003,-83.8684
saginaw_mi,2024-05-08,2.5,43.4003,-83.8684
saginaw_mi,2023-05-08,2.5,43.4003,-83.8684
saginaw_mi,2022-05-08,2.5,43.4003,-83.8684
saginaw_mi,2021-05-08,2.5,43.4003,-83.8684
saginaw_mi,2020-05-08,2.5,43.4003,-83.8684
saginaw_mi,2019-05-08,2.5,43.4003,-83.8684
saginaw_mi,2018-05-08,2.5,43.4003,-83.8684
saginaw_mi,2017-05-08,2.5,43.4003,-83.8684
saginaw_mi,2016-05-08,2.5,43.4003,-83.8684
saginaw_mi,2015-05-08,2.5,43.4003,-83.8684
shelly_mn,2024-06-19,2.5,47.4264,-96.8317
shelly_mn,2023-06-19,2.5,47.4264,-96.8317
shelly_mn,2022-06-19,2.5,47.4264,-96.8317
shelly_mn,2021-06-19,2.5,47.4264,-96.8317
shelly_mn,2020-06-19,2.5,47.4264,-96.8317
shelly_mn,2019-06-19,2.5,47.4264,-96.8317
shelly_mn,2018-06-19,2.5,47.4264,-96.8317
shelly_mn,2017-06-19,2.5,47.4264,-96.8317
shelly_mn,2016-06-19,2.5,47.4264,-96.8317
shelly_mn,2015-06-19,2.5,47.4264,-96.8317
shelly_mn,2024-06-26,2.5,47.4264,-96.8317
shelly_mn,2023-06-26,2.5,47.4264,-96.8317
shelly_mn,2022-06-26,2.5,47.4264,-96.8317
shelly_mn,2021-06-26,2.5,47.4264,-96.8317
shelly_mn,2020-06-26,2.5,47.4264,-96.8317
shelly_mn,2019-06-26,2.5,47.4264,-96.8317
shelly_mn,2018-06-26,2.5,47.4264,-96.8317
shelly_mn,2017-06-26,2.5,47.4264,-96.8317
shelly_mn,2016-06-26,2.5,47.4264,-96.8317
shelly_mn,2015-06-26,2.5,47.4264,-96.8317
shelly_mn,2024-06-12,2.5,47.4264,-96.8317
shelly_mn,2023-06-12,2.5,47.4264,-96.8317
shelly_mn,2022-06-12,2.5,47.4264,-96.8317
shelly_mn,2021-06-12,2.5,47.4264,-96.8317
shelly_mn,2020-06-12,2.5,47.4264,-96.8317
shelly_mn,2019-06-12,2.5,47.4264,-96.8317
shelly_mn,2018-06-12,2.5,47.4264,-96.8317
shelly_mn,2017-06-12,2.5,47.4264,-96.8317
shelly_mn,2016-06-12,2.5,47.4264,-96.8317
shelly_mn,2015-06-12,2.5,47.4264,-96.8317
sthyacinthe_que,2024-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2023-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2022-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2021-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2020-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2019-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2018-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2017-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2016-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2015-06-12,2.5,45.5932,-72.9316
sthyacinthe_que,2024-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2023-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2022-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2021-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2020-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2019-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2018-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2017-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2016-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2015-06-19,2.5,45.5932,-72.9316
sthyacinthe_que,2024-06-26,2.5,45.5932,-72.9316
sthyacinthe_que,2023-06-26,2.5,45.5932,-72.9316
sthyacinthe_que,2022-06-26,2.5,45.5932,-72.9316
sthyacinthe_que,2021-06-26,2.5,45.5932,-72.9316
sthyacinthe_que,2020-06-26,2.5,45.5932,-72.9316
sthyacinthe_que,2019-06-26,2.5,45.5932,-72.9316
sthyacinthe_que,2018-06-26,2.5,45.5932,-72.9316
sthyacinthe_que,2017-06-26,2.5,45.5932,-72.9316
sthyacinthe_que,2016-06-26,2.5,45.5932,-72.9316
sthyacinthe_que,2015-06-26,2.5,45.5932,-72.9316
stpauls_ont,2024-06-19,2.5,43.32515,-81.1402
stpauls_ont,2023-06-19,2.5,43.32515,-81.1402
stpauls_ont,2022-06-19,2.5,43.32515,-81.1402
stpauls_ont,2021-06-19,2.5,43.32515,-81.1402
stpauls_ont,2020-06-19,2.5,43.32515,-81.1402
stpauls_ont,2019-06-19,2.5,43.32515,-81.1402
stpauls_ont,2018-06-19,2.5,43.32515,-81.1402
stpauls_ont,2017-06-19,2.5,43.32515,-81.1402
stpauls_ont,2016-06-19,2.5,43.32515,-81.1402
stpauls_ont,2015-06-19,2.5,43.32515,-81.1402
stpauls_ont,2024-06-26,2.5,43.32515,-81.1402
stpauls_ont,2023-06-26,2.5,43.32515,-81.1402
stpauls_ont,2022-06-26,2.5,43.32515,-81.1402
stpauls_ont,2021-06-26,2.5,43.32515,-81.1402
stpauls_ont,2020-06-26,2.5,43.32515,-81.1402
stpauls_ont,2019-06-26,2.5,43.32515,-81.1402
stpauls_ont,2018-06-26,2.5,43.32515,-81.1402
stpauls_ont,2017-06-26,2.5,43.32515,-81.1402
stpauls_ont,2016-06-26,2.5,43.32515,-81.1402
stpauls_ont,2015-06-26,2.5,43.32515,-81.1402
urbana_il,2024-05-08,2.5,40.05325,-88.23485
urbana_il,2023-05-08,2.5,40.05325,-88.23485
urbana_il,2022-05-08,2.5,40.05325,-88.23485
urbana_il,2021-05-08,2.5,40.05325,-88.23485
urbana_il,2020-05-08,2.5,40.05325,-88.23485
urbana_il,2019-05-08,2.5,40.05325,-88.23485
urbana_il,2018-05-08,2.5,40.05325,-88.23485
urbana_il,2017-05-08,2.5,40.05325,-88.23485
urbana_il,2016-05-08,2.5,40.05325,-88.23485
urbana_il,2015-05-08,2.5,40.05325,-88.23485
woodstock_ont,2024-05-15,2.5,43.14542,-80.78348
woodstock_ont,2023-05-15,2.5,43.14542,-80.78348
woodstock_ont,2022-05-15,2.5,43.14542,-80.78348
woodstock_ont,2021-05-15,2.5,43.14542,-80.78348
woodstock_ont,2020-05-15,2.5,43.14542,-80.78348
woodstock_ont,2019-05-15,2.5,43.14542,-80.78348
woodstock_ont,2018-05-15,2.5,43.14542,-80.78348
woodstock_ont,2017-05-15,2.5,43.14542,-80.78348
woodstock_ont,2016-05-15,2.5,43.14542,-80.78348
woodstock_ont,2015-05-15,2.5,43.14542,-80.78348
casselton_nd,2024-06-26,2.5,46.8866,-97.2386
casselton_nd,2023-06-26,2.5,46.8866,-97.2386
casselton_nd,2022-06-26,2.5,46.8866,-97.2386
casselton_nd,2021-06-26,2.5,46.8866,-97.2386
casselton_nd,2020-06-26,2.5,46.8866,-97.2386
casselton_nd,2019-06-26,2.5,46.8866,-97.2386
casselton_nd,2018-06-26,2.5,46.8866,-97.2386
casselton_nd,2017-06-26,2.5,46.8866,-97.2386
casselton_nd,2016-06-26,2.5,46.8866,-97.2386
casselton_nd,2015-06-26,2.5,46.8866,-97.2386
lapocatiere_que,2024-06-05,2.5,47.357,-70.023
lapocatiere_que,2023-06-05,2.5,47.357,-70.023
lapocatiere_que,2022-06-05,2.5,47.357,-70.023
lapocatiere_que,2021-06-05,2.5,47.357,-70.023
lapocatiere_que,2020-06-05,2.5,47.357,-70.023
lapocatiere_que,2019-06-05,2.5,47.357,-70.023
lapocatiere_que,2018-06-05,2.5,47.357,-70.023
lapocatiere_que,2017-06-05,2.5,47.357,-70.023
lapocatiere_que,2016-06-05,2.5,47.357,-70.023
lapocatiere_que,2015-06-05,2.5,47.357,-70.023
lapocatiere_que,2024-05-01,2.5,47.357,-70.023
lapocatiere_que,2023-05-01,2.5,47.357,-70.023
lapocatiere_que,2022-05-01,2.5,47.357,-70.023
lapocatiere_que,2021-05-01,2.5,47.357,-70.023
lapocatiere_que,2020-05-01,2.5,47.357,-70.023
lapocatiere_que,2019-05-01,2.5,47.357,-70.023
lapocatiere_que,2018-05-01,2.5,47.357,-70.023
lapocatiere_que,2017-05-01,2.5,47.357,-70.023
lapocatiere_que,2016-05-01,2.5,47.357,-70.023
lapocatiere_que,2015-05-01,2.5,47.357,-70.023
lapocatiere_que,2024-05-08,2.5,47.357,-70.023
lapocatiere_que,2023-05-08,2.5,47.357,-70.023
lapocatiere_que,2022-05-08,2.5,47.357,-70.023
lapocatiere_que,2021-05-08,2.5,47.357,-70.023
lapocatiere_que,2020-05-08,2.5,47.357,-70.023
lapocatiere_que,2019-05-08,2.5,47.357,-70.023
lapocatiere_que,2018-05-08,2.5,47.357,-70.023
