Site,Planting,Genetics,Latitude,Longitude
lapocatiere_que,2017-05-08,2.5,47.357,-70.023
lapocatiere_que,2016-05-08,2.5,47.357,-70.023
lapocatiere_que,2015-05-08,2.5,47.357,-70.023
lapocatiere_que,2024-05-15,2.5,47.357,-70.023
lapocatiere_que,2023-05-15,2.5,47.357,-70.023
lapocatiere_que,2022-05-15,2.5,47.357,-70.023
lapocatiere_que,2021-05-15,2.5,47.357,-70.023
lapocatiere_que,2020-05-15,2.5,47.357,-70.023
lapocatiere_que,2019-05-15,2.5,47.357,-70.023
lapocatiere_que,2018-05-15,2.5,47.357,-70.023
lapocatiere_que,2017-05-15,2.5,47.357,-70.023
lapocatiere_que,2016-05-15,2.5,47.357,-70.023
lapocatiere_que,2015-05-15,2.5,47.357,-70.023
lapocatiere_que,2024-05-22,2.5,47.357,-70.023
lapocatiere_que,2023-05-22,2.5,47.357,-70.023
lapocatiere_que,2022-05-22,2.5,47.357,-70.023
lapocatiere_que,2021-05-22,2.5,47.357,-70.023
lapocatiere_que,2020-05-22,2.5,47.357,-70.023
lapocatiere_que,2019-05-22,2.5,47.357,-70.023
lapocatiere_que,2018-05-22,2.5,47.357,-70.023
lapocatiere_que,2017-05-22,2.5,47.357,-70.023
lapocatiere_que,2016-05-22,2.5,47.357,-70.023
lapocatiere_que,2015-05-22,2.5,47.357,-70.023
lapocatiere_que,2024-05-29,2.5,47.357,-70.023
lapocatiere_que,2023-05-29,2.5,47.357,-70.023
lapocatiere_que,2022-05-29,2.5,47.357,-70.023
lapocatiere_que,2021-05-29,2.5,47.357,-70.023
lapocatiere_que,2020-05-29,2.5,47.357,-70.023
lapocatiere_que,2019-05-29,2.5,47.357,-70.023
lapocatiere_que,2018-05-29,2.5,47.357,-70.023
lapocatiere_que,2017-05-29,2.5,47.357,-70.023
lapocatiere_que,2016-05-29,2.5,47.357,-70.023
lapocatiere_que,2015-05-29,2.5,47.357,-70.023
ottawa_ont,2024-06-19,2.5,45.3712,-75.72575
ottawa_ont,2023-06-19,2.5,45.3712,-75.72575
ottawa_ont,2022-06-19,2.5,45.3712,-75.72575
ottawa_ont,2021-06-19,2.5,45.3712,-75.72575
ottawa_ont,2020-06-19,2.5,45.3712,-75.72575
ottawa_ont,2019-06-19,2.5,45.3712,-75.72575
ottawa_ont,2018-06-19,2.5,45.3712,-75.72575
ottawa_ont,2017-06-19,2.5,45.3712,-75.72575
ottawa_ont,2016-06-19,2.5,45.3712,-75.72575
ottawa_ont,2015-06-19,2.5,45.3712,-75.72575
ottawa_ont,2024-06-26,2.5,45.3712,-75.72575
ottawa_ont,2023-06-26,2.5,45.3712,-75.72575
ottawa_ont,2022-06-26,2.5,45.3712,-75.72575
ottawa_ont,2021-06-26,2.5,45.3712,-75.72575
ottawa_ont,2020-06-26,2.5,45.3712,-75.72575
ottawa_ont,2019-06-26,2.5,45.3712,-75.72575
ottawa_ont,2018-06-26,2.5,45.3712,-75.72575
ottawa_ont,2017-06-26,2.5,45.3712,-75.72575
ottawa_ont,2016-06-26,2.5,45.3712,-75.72575
ottawa_ont,2015-06-26,2.5,45.3712,-75.72575
ottawa_ont,2024-06-05,2.5,45.3712,-75.72575
ottawa_ont,2023-06-05,2.5,45.3712,-75.72575
ottawa_ont,2022-06-05,2.5,45.3712,-75.72575
ottawa_ont,2021-06-05,2.5,45.3712,-75.72575
ottawa_ont,2020-06-05,2.5,45.3712,-75.72575
ottawa_ont,2019-06-05,2.5,45.3712,-75.72575
ottawa_ont,2018-06-05,2.5,45.3712,-75.72575
ottawa_ont,2017-06-05,2.5,45.3712,-75.72575
ottawa_ont,2016-06-05,2.5,45.3712,-75.72575
ottawa_ont,2015-06-05,2.5,45.3712,-75.72575
ottawa_ont,2024-06-12,2.5,45.3712,-75.72575
ottawa_ont,2023-06-12,2.5,45.3712,-75.72575
ottawa_ont,2022-06-12,2.5,45.3712,-75.72575
ottawa_ont,2021-06-12,2.5,45.3712,-75.72575
ottawa_ont,2020-06-12,2.5,45.3712,-75.72575
ottawa_ont,2019-06-12,2.5,45.3712,-75.72575
ottawa_ont,2018-06-12,2.5,45.3712,-75.72575
ottawa_ont,2017-06-12,2.5,45.3712,-75.72575
ottawa_ont,2016-06-12,2.5,45.3712,-75.72575
ottawa_ont,2015-06-12,2.5,45.3712,-75.72575
ridgetown_ont,2024-06-26,2.5,42.4527,-81.8803
ridgetown_ont,2023-06-26,2.5,42.4527,-81.8803
ridgetown_ont,2022-06-26,2.5,42.4527,-81.8803
ridgetown_ont,2021-06-26,2.5,42.4527,-81.8803
ridgetown_ont,2020-06-26,2.5,42.4527,-81.8803
ridgetown_ont,2019-06-26,2.5,42.4527,-81.8803
ridgetown_ont,2018-06-26,2.5,42.4527,-81.8803
ridgetown_ont,2017-06-26,2.5,42.4527,-81.8803
ridgetown_ont,2016-06-26,2.5,42.4527,-81.8803
ridgetown_ont,2015-06-26,2.5,42.4527,-81.8803
roseau_mn,2024-06-12,2.5,48.1623,-96.0419
roseau_mn,2023-06-12,2.5,48.1623,-96.0419
roseau_mn,2022-06-12,2.5,48.1623,-96.0419
roseau_mn,2021-06-12,2.5,48.1623,-96.0419
roseau_mn,2020-06-12,2.5,48.1623,-96.0419
roseau_mn,2019-06-12,2.5,48.1623,-96.0419
roseau_mn,2018-06-12,2.5,48.1623,-96.0419
roseau_mn,2017-06-12,2.5,48.1623,-96.0419
roseau_mn,2016-06-12,2.5,48.1623,-96.0419
roseau_mn,2015-06-12,2.5,48.1623,-96.0419
roseau_mn,2024-06-19,2.5,48.1623,-96.0419
roseau_mn,2023-06-19,2.5,48.1623,-96.0419
roseau_mn,2022-06-19,2.5,48.1623,-96.0419
roseau_mn,2021-06-19,2.5,48.1623,-96.0419
roseau_mn,2020-06-19,2.5,48.1623,-96.0419
roseau_mn,2019-06-19,2.5,48.1623,-96.0419
roseau_mn,2018-06-19,2.5,48.1623,-96.0419
roseau_mn,2017-06-19,2.5,48.1623,-96.0419
roseau_mn,2016-06-19,2.5,48.1623,-96.0419
roseau_mn,2015-06-19,2.5,48.1623,-96.0419
roseau_mn,2024-06-26,2.5,48.1623,-96.0419
roseau_mn,2023-06-26,2.5,48.1623,-96.0419
roseau_mn,2022-06-26,2.5,48.1623,-96.0419
roseau_mn,2021-06-26,2.5,48.1623,-96.0419
roseau_mn,2020-06-26,2.5,48.1623,-96.0419
roseau_mn,2019-06-26,2.5,48.1623,-96.0419
roseau_mn,2018-06-26,2.5,48.1623,-96.0419
roseau_mn,2017-06-26,2.5,48.1623,-96.0419
roseau_mn,2016-06-26,2.5,48.1623,-96.0419
roseau_mn,2015-06-26,2.5,48.1623,-96.0419
sthyacinthe_que,2024-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2023-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2022-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2021-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2020-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2019-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2018-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2017-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2016-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2015-06-05,2.5,45.5932,-72.9316
sthyacinthe_que,2024-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2023-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2022-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2021-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2020-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2019-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2018-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2017-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2016-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2015-05-01,2.5,45.5932,-72.9316
sthyacinthe_que,2024-05-08,2.5,45.5932,-72.9316
sthyacinthe_que,2023-05-08,2.5,45.5932,-72.9316
sthyacinthe_que,2022-05-08,2.5,45.5932,-72.9316
sthyacinthe_que,2021-05-08,2.5,45.5932,-72.9316
sthyacinthe_que,2020-05-08,2.5,45.5932,-72.9316
sthyacinthe_que,2019-05-08,2.5,45.5932,-72.9316
sthyacinthe_que,2018-05-08,2.5,45.5932,-72.9316
sthyacinthe_que,2017-05-08,2.5,45.5932,-72.9316
sthyacinthe_que,2016-05-08,2.5,45.5932,-72.9316
sthyacinthe_que,2015-05-08,2.5,45.5932,-72.9316
stmathieudebeloeil_que,2024-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2023-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2022-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2021-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2020-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2019-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2018-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2017-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2016-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2015-06-26,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2024-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2023-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2022-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2021-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2020-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2019-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2018-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2017-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2016-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2015-06-05,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2024-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2023-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2022-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2021-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2020-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2019-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2018-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2017-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2016-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2015-06-12,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2024-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2023-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2022-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2021-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2020-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2019-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2018-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2017-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2016-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2015-06-19,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2024-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2023-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2022-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2021-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2020-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2019-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2018-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2017-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2016-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2015-05-01,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2024-05-08,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2023-05-08,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2022-05-08,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2021-05-08,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2020-05-08,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2019-05-08,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2018-05-08,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2017-05-08,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2016-05-08,2.5,45.5834,-73.2422
stmathieudebeloeil_que,2015-05-08,2.5,45.5834,-73.2422
thiefriverfalls_mn,2024-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2023-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2022-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2021-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2020-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2019-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2018-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2017-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2016-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2015-06-12,2.5,48.1283,-96.2427
thiefriverfalls_mn,2024-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2023-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2022-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2021-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2020-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2019-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2018-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2017-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2016-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2015-06-19,2.5,48.1283,-96.2427
thiefriverfalls_mn,2024-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2023-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2022-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2021-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2020-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2019-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2018-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2017-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2016-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2015-06-26,2.5,48.1283,-96.2427
thiefriverfalls_mn,2024-06-05,2.5,48.1283,-96.2427
thiefriverfalls_mn,2023-06-05,2.5,48.1283,-96.2427
thiefriverfalls_mn,2022-06-05,2.5,48.1283,-96.2427
thiefriverfalls_mn,2021-06-05,2.5,48.1283,-96.2427
thiefriverfalls_mn,2020-06-05,2.5,48.1283,-96.2427
thiefriverfalls_mn,2019-06-05,2.5,48.1283,-96.2427
thiefriverfalls_mn,2018-06-05,2.5,48.1283,-96.2427
thiefriverfalls_mn,2017-06-05,2.5,48.1283,-96.2427
thiefriverfalls_mn,2016-06-05,2.5,48.1283,-96.2427
thiefriverfalls_mn,2015-06-05,2.5,48.1283,-96.2427
crookston_mn,2024-06-19,2.5,47.805,-96.61426667
crookston_mn,2023-06-19,2.5,47.805,-96.61426667
crookston_mn,2022-06-19,2.5,47.805,-96.61426667
crookston_mn,2021-06-19,2.5,47.805,-96.61426667
crookston_mn,2020-06-19,2.5,47.805,-96.61426667
crookston_mn,2019-06-19,2.5,47.805,-96.61426667
crookston_mn,2018-06-19,2.5,47.805,-96.61426667
crookston_mn,2017-06-19,2.5,47.805,-96.61426667
crookston_mn,2016-06-19,2.5,47.805,-96.61426667
crookston_mn,2015-06-19,2.5,47.805,-96.61426667
crookston_mn,2024-06-26,2.5,47.805,-96.61426667
crookston_mn,2023-06-26,2.5,47.805,-96.61426667
crookston_mn,2022-06-26,2.5,47.805,-96.61426667
crookston_mn,2021-06-26,2.5,47.805,-96.61426667
crookston_mn,2020-06-26,2.5,47.805,-96.61426667
crookston_mn,2019-06-26,2.5,47.805,-96.61426667
crookston_mn,2018-06-26,2.5,47.805,-96.61426667
crookston_mn,2017-06-26,2.5,47.805,-96.61426667
crookston_mn,2016-06-26,2.5,47.805,-96.61426667
crookston_mn,2015-06-26,2.5,47.805,-96.61426667
woodstock_ont,2024-06-26,2.5,43.14542,-80.78348
woodstock_ont,2023-06-26,2.5,43.14542,-80.78348
woodstock_ont,2022-06-26,2.5,43.14542,-80.78348
woodstock_ont,2021-06-26,2.5,43.14542,-80.78348
woodstock_ont,2020-06-26,2.5,43.14542,-80.78348
woodstock_ont,2019-06-26,2.5,43.14542,-80.78348
woodstock_ont,2018-06-26,2.5,43.14542,-80.78348
woodstock_ont,2017-06-26,2.5,43.14542,-80.78348
woodstock_ont,2016-06-26,2.5,43.14542,-80.78348
woodstock_ont,2015-06-26,2.5,43.14542,-80.78348
crookston_mn,2024-06-12,2.5,47.805,-96.61426667
crookston_mn,2023-06-12,2.5,47.805,-96.61426667
crookston_mn,2022-06-12,2.5,47.805,-96.61426667
crookston_mn,2021-06-12,2.5,47.805,-96.61426667
crookston_mn,2020-06-12,2.5,47.805,-96.61426667
crookston_mn,2019-06-12,2.5,47.805,-96.61426667
crookston_mn,2018-06-12,2.5,47.805,-96.61426667
crookston_mn,2017-06-12,2.5,47.805,-96.61426667
crookston_mn,2016-06-12,2.5,47.805,-96.61426667
crookston_mn,2015-06-12,2.5,47.805,-96.61426667
ottawa_ont,2024-05-29,2.5,45.3712,-75.72575
ottawa_ont,2023-05-29,2.5,45.3712,-75.72575
ottawa_ont,2022-05-29,2.5,45.3712,-75.72575
ottawa_ont,2021-05-29,2.5,45.3712,-75.72575
ottawa_ont,2020-05-29,2.5,45.3712,-75.72575
ottawa_ont,2019-05-29,2.5,45.3712,-75.72575
ottawa_ont,2018-05-29,2.5,45.3712,-75.72575
ottawa_ont,2017-05-29,2.5,45.3712,-75.72575
ottawa_ont,2016-05-29,2.5,45.3712,-75.72575
ottawa_ont,2015-05-29,2.5,45.3712,-75.72575
mead_ne,2024-06-26,2.5,41.15785,-96.42075
mead_ne,2023-06-26,2.5,41.15785,-96.42075
mead_ne,2022-06-26,2.5,41.15785,-96.42075
mead_ne,2021-06-26,2.5,41.15785,-96.42075
mead_ne,2020-06-26,2.5,41.15785,-96.42075
mead_ne,2019-06-26,2.5,41.15785,-96.42075
mead_ne,2018-06-26,2.5,41.15785,-96.42075
mead_ne,2017-06-26,2.5,41.15785,-96.42075
mead_ne,2016-06-26,2.5,41.15785,-96.42075
mead_ne,2015-06-26,2.5,41.15785,-96.42075
riley_ks,2024-06-26,2.5,39.310966,-96.837075
riley_ks,2023-06-26,2.5,39.310966,-96.837075
riley_ks,2022-06-26,2.5,39.310966,-96.837075
riley_ks,2021-06-26,2.5,39.310966,-96.837075
riley_ks,2020-06-26,2.5,39.310966,-96.837075
riley_ks,2019-06-26,2.5,39.310966,-96.837075
riley_ks,2018-06-26,2.5,39.310966,-96.837075
riley_ks,2017-06-26,2.5,39.310966,-96.837075
riley_ks,2016-06-26,2.5,39.310966,-96.837075
riley_ks,2015-06-26,2.5,39.310966,-96.837075
wymore_ne,2024-06-26,2.5,40.1222,-96.6625
wymore_ne,2023-06-26,2.5,40.1222,-96.6625
wymore_ne,2022-06-26,2.5,40.1222,-96.6625
wymore_ne,2021-06-26,2.5,40.1222,-96.6625
wymore_ne,2020-06-26,2.5,40.1222,-96.6625
wymore_ne,2019-06-26,2.5,40.1222,-96.6625
wymore_ne,2018-06-26,2.5,40.1222,-96.6625
wymore_ne,2017-06-26,2.5,40.1222,-96.6625
wymore_ne,2016-06-26,2.5,40.1222,-96.6625
wymore_ne,2015-06-26,2.5,40.1222,-96.6625
ottawa_ont,2024-05-15,2.5,45.3712,-75.72575
ottawa_ont,2023-05-15,2.5,45.3712,-75.72575
ottawa_ont,2022-05-15,2.5,45.3712,-75.72575
ottawa_ont,2021-05-15,2.5,45.3712,-75.72575
ottawa_ont,2020-05-15,2.5,45.3712,-75.72575
ottawa_ont,2019-05-15,2.5,45.3712,-75.72575
ottawa_ont,2018-05-15,2.5,45.3712,-75.72575
ottawa_ont,2017-05-15,2.5,45.3712,-75.72575
ottawa_ont,2016-05-15,2.5,45.3712,-75.72575
ottawa_ont,2015-05-15,2.5,45.3712,-75.72575
ottawa_ont,2024-05-22,2.5,45.3712,-75.72575
ottawa_ont,2023-05-22,2.5,45.3712,-75.72575
ottawa_ont,2022-05-22,2.5,45.3712,-75.72575
ottawa_ont,2021-05-22,2.5,45.3712,-75.72575
ottawa_ont,2020-05-22,2.5,45.3712,-75.72575
ottawa_ont,2019-05-22,2.5,45.3712,-75.72575
ottawa_ont,2018-05-22,2.5,45.3712,-75.72575
ottawa_ont,2017-05-22,2.5,45.3712,-75.72575
ottawa_ont,2016-05-22,2.5,45.3712,-75.72575
ottawa_ont,2015-05-22,2.5,45.3712,-75.72575
roseau_mn,2024-06-05,2.5,48.1623,-96.0419
roseau_mn,2023-06-05,2.5,48.1623,-96.0419
roseau_mn,2022-06-05,2.5,48.1623,-96.0419
roseau_mn,2021-06-05,2.5,48.1623,-96.0419
roseau_mn,2020-06-05,2.5,48.1623,-96.0419
roseau_mn,2019-06-05,2.5,48.1623,-96.0419
roseau_mn,2018-06-05,2.5,48.1623,-96.0419
roseau_mn,2017-06-05,2.5,48.1623,-96.0419
roseau_mn,2016-06-05,2.5,48.1623,-96.0419
roseau_mn,2015-06-05,2.5,48.1623,-96.0419
palmyra_ont,2024-06-26,2.5,42.4581,-81.7291
palmyra_ont,2023-06-26,2.5,42.4581,-81.7291
palmyra_ont,2022-06-26,2.5,42.4581,-81.7291
palmyra_ont,2021-06-26,2.5,42.4581,-81.7291
palmyra_ont,2020-06-26,2.5,42.4581,-81.7291
palmyra_ont,2019-06-26,2.5,42.4581,-81.7291
palmyra_ont,2018-06-26,2.5,42.4581,-81.7291
palmyra_ont,2017-06-26,2.5,42.4581,-81.7291
palmyra_ont,2016-06-26,2.5,42.4581,-81.7291
palmyra_ont,2015-06-26,2.5,42.4581,-81.7291
ottawa_ont,2024-05-01,2.5,45.3712,-75.72575
ottawa_ont,2023-05-01,2.5,45.3712,-75.72575
ottawa_ont,2022-05-01,2.5,45.3712,-75.72575
ottawa_ont,2021-05-01,2.5,45.3712,-75.72575
ottawa_ont,2020-05-01,2.5,45.3712,-75.72575
ottawa_ont,2019-05-01,2.5,45.3712,-75.72575
ottawa_ont,2018-05-01,2.5,45.3712,-75.72575
ottawa_ont,2017-05-01,2.5,45.3712,-75.72575
ottawa_ont,2016-05-01,2.5,45.3712,-75.72575
ottawa_ont,2015-05-01,2.5,45.3712,-75.72575
